"Path"                       ,"de_de"
"/tab/info/route/application","Anwendung"
"/tab/info/route/route"      ,"Route"
"/tab/info/route/parameter"  ,"Parameter"
"/tab/info/route/from"       ,"From"
"/tab/info/route/to"         ,"To"
